LATITUDE,LONGITUDE,PARCELNO,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,month_sold,structure_quality,SALE_PRC
25.82947396,-80.21972505,1.3114E+11,5300,1268,6836,4138.2,30007,9705.1,21092.2,21092.2,4411.6,31,0,9,1,125000
25.82969976,-80.21375736,1.3114E+11,6741,1094,1008,4131.5,29790.6,9118.9,20422.8,20422.8,2471.9,70,0,7,1,89000
25.8299291,-80.21564442,1.3114E+11,5680,1013,0,4010.3,29942.5,9209.6,20712,20712,3117,67,0,11,1,89900
25.82992994,-80.21912744,1.3114E+11,5300,863,460,3987.6,30143.6,9506.2,21169.9,21169.9,4243.8,31,0,1,2,118000
25.82993558,-80.21552059,1.3114E+11,5680,902,479,4010.1,29938.8,9196.3,20699.4,20699.4,3078.3,16,0,6,1,80000
25.83017978,-80.22035393,1.3114E+11,5300,1067,1064,3879.5,30304.2,9514.2,21418,21418,4658.1,69,0,3,1,115000
25.83048568,-80.21184968,1.3114E+11,6955,968,0,3867.5,30005.8,8692.1,20493.7,20493.7,1923.8,46,0,5,2,95000
25.83085015,-80.22192842,1.3114E+11,5300,1489,0,3619.7,30646.7,9434.6,21862.2,21862.2,5210.8,10,0,6,4,179900
25.83278522,-80.210877,1.3114E+11,5850,1346,1198,3033.1,30023.1,7798.1,21191.6,21191.6,1651.8,75,0,2,2,130000
25.8327889,-80.21070996,1.3114E+11,6962,1296,1430,3032.5,29968.4,7789.7,21178.4,21178.4,1596.4,68,0,12,1,129000
25.83317142,-80.21274639,1.3114E+11,6148,1199,1033,2879.8,30656.5,7817.8,21517.9,21517.9,2262,78,0,5,1,75000
25.83339026,-80.21517036,1.3114E+11,8480,1794,2308,2775.2,31181.1,7969.7,21844.2,21844.2,3041.7,48,0,7,1,149500
25.83349491,-80.21154208,1.3114E+11,5300,1156,1416,2778,30273.4,7606.6,21510.6,21510.6,1862.5,26,0,11,2,150000
25.83353316,-80.21041918,1.3114E+11,5375,1009,472,2773.8,29911.6,7506.7,21420.4,21420.4,1495.5,79,0,2,1,80000
25.83380749,-80.21537529,1.3114E+11,4240,1099,0,2618.8,31339.8,7848.6,22013.9,22013.9,3125.1,56,0,3,1,75000
25.83428657,-80.20971747,1.3114E+11,5300,1097,1461,2511.6,29701.5,7190.6,21624.7,21624.7,1252.2,80,0,12,1,99900
25.8342916,-80.20956746,1.3114E+11,5300,954,885,2511.8,29654.7,7178.4,21614.2,21614.2,1205,36,0,6,2,95000
25.8375082,-80.20773827,1.3113E+11,6000,1222,1740,1383.3,29060.4,5915.7,22622.4,22622.4,540.7,66,0,12,2,147500
25.82596486,-80.2027261,1.3113E+11,6250,1151,1335,4811.9,27096.5,6195.9,18185.3,18185.3,1161.3,13,0,11,2,187500
25.82670868,-80.20600128,1.3113E+11,4250,1007,1650,5329.4,28205.6,7318.3,18670.9,18670.9,96.9,76,0,7,2,199000
25.82708264,-80.19064186,1.31131E+11,4750,1105,0,958.9,23201,2990.1,18294.4,18294.4,5076,26,0,2,2,135000
25.82708264,-80.19064186,1.31131E+11,4750,1105,0,958.9,23201,2990.1,18294.4,18294.4,5076,26,0,7,2,163000
25.82760586,-80.20516358,1.3113E+11,6250,1087,0,5013.7,27943.6,7154,18927.5,18927.5,324.2,27,0,8,2,200400
25.82811334,-80.1897833,1.31131E+11,5000,1189,2787,660.6,22954.5,3092.6,18675.5,18675.5,5295.1,31,0,1,1,130000
25.82895844,-80.2040054,1.3113E+11,5000,1128,738,4517.4,27641.9,7020.5,19317,19317,631,80,0,10,1,72000
25.82903636,-80.20112785,1.3113E+11,4462,908,1157,4371.6,26700.9,6192.3,19186.9,19186.9,1556.1,52,0,4,1,80000
25.83044962,-80.20376568,1.3113E+11,5500,1307,1210,3969,27611.9,7196.3,19827.9,19827.9,625.7,51,0,9,1,130500
25.83050913,-80.19487171,1.31131E+11,6750,1420,0,2278.1,24693.9,4641.8,19540.5,19540.5,3534.4,80,0,5,1,115000
25.83076503,-80.19444315,1.31131E+11,5284,1489,0,2138.3,24569.1,4496.2,19626.3,19626.3,3676.9,36,0,3,2,110000
25.83076503,-80.19444315,1.31131E+11,5284,1489,0,2138.3,24569.1,4496.2,19626.3,19626.3,3676.9,36,0,5,2,184000
25.83100132,-80.19692241,1.31131E+11,5200,1503,440,2956.4,25396.1,5306.3,19749.6,19749.6,2865.9,41,0,8,2,175000
25.83317752,-80.19723011,1.3113E+11,8100,1264,522,2953.9,25536.8,5327,20563.5,20563.5,2741.5,36,0,9,2,175000
25.83382848,-80.19408045,1.31131E+11,4750,975,1009,1922,24536.5,4314.5,20757.3,20757.3,3804.3,26,0,3,2,134900
25.83455247,-80.19977554,1.3113E+11,5580,1831,1690,2548.4,26419.7,6015.5,21135.2,21135.2,1947.2,30,0,8,2,160000
25.83538998,-80.19943494,1.3113E+11,9516,1087,870,2194.9,26312.8,5707.1,21375.9,21375.9,2087.1,63,0,12,1,120000
25.83879998,-80.19529844,1.3113E+11,6750,996,2146,1023.9,25015.3,3875.5,22536,22536,3469.9,78,0,10,1,90300
25.83902033,-80.19629296,1.31131E+11,5000,1258,1265,967.4,25325.6,4053.2,22666.1,22666.1,3117.8,77,0,3,1,119000
25.81435283,-80.18697731,1.3219E+11,17605,3583,37087,987.4,21035.5,479,13736.3,13736.3,959.3,35,0,11,4,2.00E+06
25.81596755,-80.18513371,1.3219E+11,13136,3067,41400,1443.5,20589.5,289,14419.7,14419.7,1565.2,21,0,1,5,2250000
25.81626946,-80.18475408,1.3219E+11,13042,3325,22986,1543,20501,291.1,14548.5,14548.5,1690,46,0,12,4,1330000
25.81672629,-80.18782126,1.3219E+11,13760,3362,55598,525.9,21517.7,1065.7,14596.4,14596.4,1854.4,13,0,10,5,2500000
25.81749258,-80.18486214,1.3219E+11,13373,3571,47725,1418.3,20664.3,399.7,14974.3,14974.3,2120.2,21,0,12,5,2110000
25.81783333,-80.18757138,1.3219E+11,23892,3197,20567,523.6,21557.7,1003.6,14978.2,14978.2,2229.9,58,0,11,4,1550000
25.81832041,-80.18555621,1.3219E+11,17114,3853,21725,1124.9,20963.1,406,15215.9,15215.9,2378.2,46,0,4,5,2061300
25.81958323,-80.18276467,1.3219E+11,15290,3112,22297,1941.5,20258.5,235.8,15853.1,15853.1,2997.3,64,0,8,4,1725000
25.82159167,-80.18539157,1.3219E+11,13485,3031,24771,968.6,21277.1,332,16423.7,16423.7,3597,63,0,5,4,1464000
25.82250235,-80.18387102,1.3219E+11,8100,1958,0,1398.9,20832.7,361.4,16850.7,16850.7,3996.8,53,0,9,5,655600
25.82278754,-80.18436378,1.3219E+11,9856,2052,21717,1215.7,21000.6,502,16923.7,16923.7,4075.8,63,0,3,5,770000
25.82355316,-80.18280673,1.3219E+11,8800,2684,43488,1635.1,20527.3,725.3,17287.9,17287.9,4424.9,16,0,7,5,1435000
25.82355851,-80.18256771,1.3219E+11,8800,1614,35967,1712.6,20450.3,726.1,17305.1,17305.1,4441.2,16,0,2,4,750000
25.8239237,-80.18576596,1.3219E+11,8250,1487,1901,661.9,21508.4,1078.3,17265.3,17265.3,4458,21,0,6,4,680000
25.82398228,-80.18358352,1.3219E+11,8800,2065,1351,1348.9,20787.8,886.2,17395.6,17395.6,4541.5,54,0,1,4,606000
25.82428039,-80.18378179,1.3219E+11,6985,2139,37862,1269,20864.8,997.5,17490,17490,4638.1,21,0,7,5,985000
25.82504609,-80.18297176,1.3219E+11,7975,2026,34326,1495.7,20614.2,1268.1,17811.8,17811.8,4952.7,41,0,5,5,770000
25.82627008,-80.18564697,1.3218E+11,8250,1831,30110,604.2,21523.2,1834,18114,18114,5309.6,30,0,4,5,790000
25.82632936,-80.18271969,1.3218E+11,16500,2144,51855,1526.6,20526,997.1,18273.9,18273.9,5416.1,16,0,8,5,1535000
25.82758735,-80.18128417,1.3218E+11,8277,1963,1476,2053.9,20116.4,459,18828.9,18828.9,5965.6,46,0,6,4,762500
25.82818122,-80.18548698,1.3218E+11,12862,3180,0,668.3,21515.4,1785.3,18811.1,18811.1,6008.8,91,0,11,2,1020000
25.82824985,-80.18342806,1.3218E+11,8400,2280,32644,1366.1,20867.5,1124.3,18936.7,18936.7,6087.7,21,0,8,4,1060000
25.82878909,-80.1827962,1.3218E+11,9514,2504,37204,1571,20659.2,881.7,19159.5,19159.5,6305.2,51,0,10,4,975000
25.82900204,-80.18430114,1.3218E+11,11340,2414,40963,1074.2,21157.5,1384.7,19157.6,19157.6,6325,16,0,6,5,1530000
25.82907315,-80.18205715,1.3218E+11,14137,2696,30654,1778.2,20416.8,637.8,19295.2,19295.2,6435.8,66,0,10,4,1010000
25.8293925,-80.18667895,1.3218E+11,6050,1604,0,326.4,21978.6,2145.5,19211.5,19211.5,6261.1,16,0,4,4,530000
25.82940571,-80.18636347,1.3218E+11,5500,1431,7268,437.9,21880,2053.4,19223.6,19223.6,6364.5,26,0,12,4,450000
25.82951644,-80.18362925,1.3218E+11,6600,2101,14362,1331.9,20982.4,1195.4,19378.4,19378.4,6533.6,21,0,5,5,970000
25.83070147,-80.1837264,1.3218E+11,12030,4527,2464,1269,21012,1042,19798.2,19798.2,6960,56,0,12,4,1175000
25.81202825,-80.19847596,1.3124E+11,10000,1162,0,2446.7,23183.5,4253.9,12937.9,12937.9,143.7,75,0,2,2,912500
25.81241786,-80.19637276,1.3124E+11,5000,1174,3943,1825.4,23378.9,3590.2,13001.4,13001.4,305.5,68,0,1,2,475000
25.8126829,-80.20088036,1.3124E+11,5000,1322,1045,3299.3,23391.1,5078.9,13313,13313,342.8,26,0,7,2,212000
25.81293111,-80.20294613,1.3124E+11,5000,1287,2028,3980.7,23476.2,5757.2,13554.5,13554.5,321.9,75,0,9,1,150000
25.81314149,-80.19639548,1.3124E+11,5000,1740,4068,1886.9,23637.9,3601.9,13261.9,13261.9,565.9,19,0,2,4,340000
25.81412166,-80.20406818,1.3124E+11,5000,1445,10751,3949.2,23911.2,6133.1,14064.5,14064.5,595.5,11,0,12,4,380000
25.81549335,-80.2051576,1.3124E+11,5000,2197,6250,3776.7,24447.6,6475.8,14661.7,14661.7,219,35,0,1,2,225000
25.81563604,-80.20322123,1.3124E+11,5800,859,1109,4252.5,24453.2,5868.2,14522.8,14522.8,886.3,37,0,1,2,185000
25.81564385,-80.20290277,1.3124E+11,5800,1405,2191,4144,24455.2,5759,14500.1,14500.1,986.4,82,0,3,2,150000
25.81582836,-80.19041792,1.3219E+11,7475,1747,0,115.8,22293,1693.9,14196.5,14196.5,1575,62,0,11,2,440000
25.81589097,-80.20192566,1.3124E+11,5018,1033,3716,3826.4,24575.8,5431.3,14544.8,14544.8,1291.5,78,0,4,1,140000
25.8164287,-80.20086998,1.3124E+11,5400,1218,6194,3534.7,24745.4,5124.8,14641.5,14641.5,1663.8,15,0,11,4,335000
25.81643886,-80.20056162,1.3124E+11,5400,1379,672,3434.1,24751.5,5022.7,14626.8,14626.8,1702.3,26,0,2,4,220000
25.81643886,-80.20056162,1.3124E+11,5400,1379,672,3434.1,24751.5,5022.7,14626.8,14626.8,1702.3,26,0,7,4,287000
25.81647747,-80.2019493,1.3124E+11,5482,1469,923,3873.6,24788.1,5464.3,14753.9,14753.9,1289.5,51,0,9,4,210000
25.81658064,-80.19869899,1.3124E+11,7200,1277,3382,2842.1,24811.1,4422.1,14567.2,14567.2,1774.7,70,0,6,2,220000
25.81659054,-80.19838682,1.3124E+11,7200,1742,2394,2743.4,24820.4,4322.4,14557.6,14557.6,1780.8,76,0,3,2,180000
25.81659054,-80.19838682,1.3124E+11,7200,1742,2394,2743.4,24820.4,4322.4,14557.6,14557.6,1780.8,76,0,5,2,190000
25.81659054,-80.19838682,1.3124E+11,7200,1742,2394,2743.4,24820.4,4322.4,14557.6,14557.6,1780.8,76,0,7,2,270000
25.8166744,-80.20250904,1.3124E+11,5400,1407,3012,4081.8,24833,5671.7,14841,14841,1127.3,17,0,12,4,330000
25.81671499,-80.19493706,1.3124E+11,5250,1247,1657,1646.6,23822.8,3223.7,14522.1,14522.1,1874.7,78,0,12,4,320100
25.81718176,-80.19623697,1.3124E+11,7150,988,3675,2093.6,24272.1,3672.8,14700.3,14700.3,2015.1,17,0,1,4,335000
25.8171907,-80.2004389,1.3124E+11,5800,1116,2864,3451.1,25023.2,5027.1,14886.6,14886.6,1810.9,19,0,4,4,342000
25.81738728,-80.20359662,1.3124E+11,5800,1292,1008,4482.5,25085.2,6062.3,15165.8,15165.8,773.6,26,0,7,4,330000
25.81748036,-80.20138394,1.3124E+11,5800,1386,2183,3777.8,25126.3,5353.1,15050.1,15050.1,1501.7,22,0,8,4,3.00E+05
25.81749002,-80.2010738,1.3124E+11,5800,1370,1680,3678.9,25131.3,5254.1,15034.4,15034.4,1603.5,23,0,8,4,285000
25.81797029,-80.20269631,1.3124E+11,6700,2027,1008,4233.6,25289.3,5808.8,15299.6,15299.6,1074.4,46,0,5,2,275000
25.81799502,-80.19893081,1.3124E+11,7500,1023,1379,3015.1,25198.9,4600.5,15108.9,15108.9,2301,75,0,3,1,2.00E+05
25.81803534,-80.19750918,1.3124E+11,5050,1207,1200,2569.1,24758.9,4164.4,15065.7,15065.7,2333.8,46,0,4,4,220000
25.81809604,-80.19113479,1.3219E+11,7000,1449,1066,515.9,22740.3,2129.2,15016.6,15016.6,2406.2,21,0,11,4,582000
25.81826315,-80.19921325,1.3124E+11,5000,1173,0,3137.4,25324.6,4727.6,15217.2,15217.2,2224,17,0,8,4,344000
25.81828522,-80.19844693,1.3124E+11,5000,1632,888,2892.7,25083.4,4489.1,15192.1,15192.1,2418.1,91,0,7,2,203500
25.81839936,-80.20050354,1.3124E+11,7400,1198,304,3557.7,25448.6,5142.7,15309.7,15309.7,1800.4,28,0,8,4,250000
25.81839936,-80.20050354,1.3124E+11,7400,1198,304,3557.7,25448.6,5142.7,15309.7,15309.7,1800.4,28,0,10,4,369200
25.81841008,-80.20034909,1.3124E+11,7150,1006,0,3511.2,25456.5,5097.3,15307.9,15307.9,1853.1,23,0,5,4,265000
25.81871257,-80.19786226,1.3124E+11,5055,1233,988,2742.9,24946.4,4296.1,15328,15328,2579.1,17,0,7,4,340000
25.81883094,-80.19593505,1.3124E+11,5450,1681,280,2105.1,24322.3,3634,15335.6,15335.6,2660.2,56,0,5,2,340000
25.81893844,-80.1990843,1.3124E+11,5000,1679,748,3145.9,25347.3,4691.2,15454.2,15454.2,2275.2,16,0,7,4,379000
25.81896061,-80.19847452,1.3124E+11,5000,1577,829,2950.9,25155.7,4489.9,15436.4,15436.4,2475.6,16,0,5,4,450000
25.81933048,-80.20065459,1.3124E+11,10725,1370,2604,3664.8,25788,5188,15653.1,15653.1,1752.2,67,0,8,2,255000
25.81949995,-80.1901853,1.3219E+11,6500,1510,0,317.8,22594.2,1748.6,15541.8,15541.8,2915.2,26,0,11,4,440000
25.81950485,-80.19510441,1.3124E+11,5500,1683,6233,1884.2,24125.3,3342.6,15565.5,15565.5,2916,68,0,1,2,350000
25.82005058,-80.20462353,1.3124E+11,5000,1371,1008,4805,26071.5,6496.2,16196.6,16196.6,466.6,12,0,12,4,345000
25.82023388,-80.20104039,1.3124E+11,7150,1082,3906,3866.5,26086.5,5318.2,15996.1,15996.1,1649,17,0,5,4,315000
25.82040996,-80.20534389,1.3124E+11,5000,1282,4119,4703.3,26232.5,6713.2,16400.9,16400.9,212.1,21,0,4,4,250000
25.8204298,-80.19526967,1.3124E+11,5200,1168,5806,2031.1,24296.5,3426.3,15872.4,15872.4,3221,23,0,12,4,290000
25.82075812,-80.2052893,1.3124E+11,5000,1165,924,4804.4,26334.6,6719.3,16499.1,16499.1,259.2,45,0,5,2,185000
25.82077437,-80.19436272,1.3124E+11,5700,2050,3102,1761.8,24046.4,3130.3,15981.2,15981.2,3349.2,70,0,11,5,380000
25.82078609,-80.19451385,1.3124E+11,5600,1645,2760,1809.5,24093.4,3178.2,15988,15988,3353.4,16,0,12,4,5.00E+05
25.82111699,-80.1949863,1.3124E+11,5350,1642,3525,1987.7,24279.7,3343.1,16116.1,16116.1,3471.8,26,0,3,4,350000
25.82133668,-80.19687025,1.3124E+11,5500,1216,2746,2613.1,24897.3,3969.4,16242.3,16242.3,3037.3,88,0,8,1,130000
25.8219413,-80.20166953,1.3124E+11,5280,1171,1713,4180.9,26450.2,5537.2,16685.9,16685.9,1442.6,92,0,7,2,205000
25.82251658,-80.19493195,1.3124E+11,11000,2087,3996,2052.3,24402.8,3386.8,16624.5,16624.5,3671.1,74,0,3,2,387500
25.82252261,-80.19454531,1.3124E+11,5500,1151,41395,1951.4,24305.6,3286.8,16622.5,16622.5,3822,15,0,6,5,530000
25.82257711,-80.20302311,1.3124E+11,7200,1043,1156,4680.4,26955.3,6028.2,16955,16955,1037,25,0,7,2,210000
25.82272301,-80.19722511,1.3124E+11,7200,1067,9441,2826.3,25158.7,4158.8,16735.3,16735.3,2946,66,0,4,1,165100
25.82287009,-80.19554752,1.3124E+11,6000,1584,1210,2288.5,24650.8,3627.9,16788.5,16788.5,3481.2,69,0,10,2,295000
25.82302222,-80.20100961,1.3124E+11,7200,1493,2428,4067.2,26374.8,5401.3,16997,16997,1709.4,86,0,8,1,90000
25.82313988,-80.19617326,1.3124E+11,7200,1120,2458,2517.1,24878.7,3856.7,16857.4,16857.4,3298.5,76,0,3,2,250000
25.81314965,-80.21226925,1.3123E+11,5250,1268,2112,1313,23763.6,7549.7,14687.7,14687.7,175.9,21,0,7,2,170000
25.81317809,-80.22120573,1.3123E+11,5000,1135,767,132.6,24338.9,6924.1,16198.9,16198.9,266.9,36,0,2,2,147500
25.81342573,-80.21288591,1.3123E+11,5400,1780,1027,1187.4,23886.7,7559.4,14863.3,14863.3,280.1,36,0,7,2,87000
25.81362004,-80.22086947,1.3123E+11,5000,1222,580,286.2,24464.4,7083.6,16264.8,16264.8,421.9,0,0,1,2,170000
25.81376585,-80.21424755,1.3123E+11,7787,1248,0,909.3,24095.8,7537.5,15183.5,15183.5,449.3,77,0,3,2,140000
25.81392313,-80.21425596,1.3123E+11,7308,1285,0,939.7,24153.4,7584.8,15235.7,15235.7,506.7,77,0,9,2,130000
25.81461237,-80.22131165,1.3123E+11,5000,1031,939,656.2,24854,7446.5,16648.1,16648.1,790.3,69,0,2,2,94200
25.81461916,-80.21221464,1.3123E+11,6720,943,1243,1614.1,24284.2,8039.8,15154,15154,702.9,26,0,10,4,160000
25.81462396,-80.2099056,1.3123E+11,10000,1708,12435,2229.7,24208.6,8027.5,14852.8,14852.8,685.2,26,0,1,2,240000
25.81489519,-80.213301,1.3123E+11,6780,1375,3726,1418.4,24434,8007.8,15400.8,15400.8,818.7,76,0,9,2,140000
25.8150706,-80.22018518,1.3123E+11,6000,1068,605,810.8,24926.1,7624.4,16578.3,16578.3,949.3,67,0,8,2,110000
25.81538288,-80.21203517,1.3123E+11,8475,1745,4947,1834.8,24552.5,8316,15385.7,15385.7,976.9,16,0,8,4,240000
25.81540126,-80.21430256,1.3123E+11,7316,1594,7637,1347.7,24686.8,8092.4,15721,15721,1041.6,76,0,5,2,145000
25.81556191,-80.21430799,1.3123E+11,7316,1378,348,1395.3,24744.6,8147.5,15774,15774,1099.7,76,0,6,2,125700
25.81580352,-80.22019558,1.3123E+11,5000,1269,3099,1073.6,25183.6,7887,16803.8,16803.8,1212.1,21,0,6,2,175000
25.81652188,-80.21936797,1.3123E+11,5000,1003,2335,1329.4,25381.6,8170.3,16884.7,16884.7,1473.7,26,0,3,2,115000
25.81699181,-80.20913004,1.3123E+11,5304,1125,420,2953.8,25041,7848.3,15568.8,15568.8,997.3,80,0,12,2,127000
25.81763626,-80.21209073,1.3123E+11,5000,1020,825,2443.5,25377.2,8847.6,16155.2,16155.2,1804.6,16,0,11,4,195000
25.81770054,-80.20956255,1.3124E+11,5000,1506,420,3018.4,25311.6,8021.9,15861.2,15861.2,1134.7,46,0,5,1,87000
25.81793967,-80.2123896,1.3123E+11,5000,1280,990,2472.6,25497.7,8954.2,16288.6,16288.6,1919.8,16,0,4,4,208500
25.81839577,-80.21058577,1.3124E+11,5000,2002,2327,2967.2,25593.8,8391.5,16215.3,16215.3,1461,61,0,9,1,132500
25.81942933,-80.21123871,1.3124E+11,5000,1033,1596,3134.1,25992.1,8674.8,16646.3,16646.3,1664.7,76,0,11,1,90000
25.81966266,-80.22375879,1.3123E+11,5250,1302,1322,2541.5,26848.9,9330.9,18626.3,18626.3,2662.6,35,0,5,2,118000
25.82090159,-80.21158288,1.3124E+11,5000,1466,1507,3521.2,26533.1,8792.7,17182.4,17182.4,1753.3,50,0,4,2,172500
25.80036969,-80.23040165,1.3127E+11,10725,1861,0,885.6,20946.2,3491.4,15036,15036,4179.9,90,0,11,2,225000
25.8004275,-80.22857299,1.3127E+11,7150,978,0,865.3,20737.1,3217,14568.4,14568.4,4180.6,71,0,9,2,150000
25.80086522,-80.22729993,1.3127E+11,7150,982,1420,1019,20711.5,3056.1,14324.5,14324.5,4030.4,84,0,10,2,162500
25.80142322,-80.22943733,1.3127E+11,8040,1717,1740,1299.6,21209.7,3682.1,15010.3,15010.3,3850.7,55,0,3,2,180000
25.80160281,-80.2356871,1.3127E+11,5440,1276,829,1425.3,22099.8,3304.5,16755.2,16755.2,3743.9,70,0,5,1,144000
25.80160831,-80.23464408,1.3127E+11,4080,1680,0,1414.4,21954.5,3481.9,16472.5,16472.5,3738.4,92,0,5,1,80000
25.80164356,-80.23048531,1.3127E+11,6650,1227,0,1362.8,21402.7,3903.5,15342.8,15342.8,3729.3,78,0,4,1,185000
25.80184422,-80.22792034,1.3127E+11,6307,1587,1378,1421.9,21154.9,3486.8,14711,14711,3719.8,96,0,9,1,111200
25.80184422,-80.22792034,1.3127E+11,6307,1587,1378,1421.9,21154.9,3486.8,14711,14711,3719.8,96,0,12,1,210000
25.80423434,-80.23311608,1.3127E+11,5400,1517,2553,2371.1,22627.5,4557.2,16594,16594,2807.3,90,0,7,2,180000
25.80453069,-80.23112493,1.3127E+11,7436,1465,4878,2451.1,22467,4812.7,16135.8,16135.8,2709,59,0,10,1,175300
25.8054218,-80.23045994,1.3127E+11,7200,997,1625,2474.3,22658.6,5019.2,16181.9,16181.9,2359.9,69,0,7,1,125000
25.80625567,-80.23435073,1.3127E+11,6175,1119,0,2164.4,23448.1,4909.5,17371.5,17371.5,2037.9,70,0,12,2,176000
25.80782355,-80.23227636,1.3127E+11,8640,1198,0,1602.9,23703.2,5763.7,17195.1,17195.1,1486.3,78,0,11,2,175000
25.80819413,-80.23024267,1.3127E+11,7200,1804,6056,1451.9,23543.3,5823.5,16785.7,16785.7,1337.7,66,0,4,2,136500
25.80312335,-80.21379716,1.3126E+11,7250,1302,0,456.1,20221.3,4115.2,11791.5,11791.5,2677.2,81,0,11,2,115000
25.80630303,-80.21433993,1.3126E+11,9737,942,0,258,21422.6,5002,12860.5,12860.5,2186.7,82,0,7,1,135000
25.807407,-80.21221925,1.3126E+11,7200,1257,0,1007.5,21672.7,5688.9,12814.4,12814.4,1785.7,51,0,7,2,163200
25.80770433,-80.21780409,1.3126E+11,4933,1038,2520,717.5,22160.8,5099.7,13939.7,13939.7,1658.4,36,0,9,2,187800
25.80859147,-80.21951469,1.3126E+11,4933,1167,7585,1266.8,22607.2,5321,14534.8,14534.8,1335.6,88,0,11,2,151000
25.80883426,-80.2089173,1.3126E+11,6950,1616,471,2112.4,22062.1,6740.2,12780.7,12780.7,1002.5,89,0,5,2,155000
25.81100735,-80.22142232,1.3123E+11,5000,967,935,534.5,23589.7,6129.6,15601.2,15601.2,414.8,21,0,6,2,160000
25.81153455,-80.21934251,1.3123E+11,6000,1374,6937,372.2,23611,6365.4,15356,15356,238.3,21,0,11,2,230000
25.80321917,-80.19782153,1.3125E+11,6900,1570,2435,1568.6,19985.3,3631.8,9725.2,9725.2,2522.4,75,0,7,2,1566700
25.80637167,-80.19834609,1.3125E+11,7200,1705,0,1889.3,21114.1,3885.8,10881.9,10881.9,1785.1,34,0,1,2,380000
25.80706688,-80.20156002,1.3125E+11,4330,1023,0,2958.4,21372.7,4954.5,11397,11397,1317.7,32,0,7,2,230000
25.80711162,-80.20299794,1.3125E+11,7250,1838,1782,3394.5,21384.3,5401.7,11533.9,11533.9,827.4,62,0,5,1,260000
25.80711162,-80.20299794,1.3125E+11,7250,1838,1782,3394.5,21384.3,5401.7,11533.9,11533.9,827.4,62,0,6,1,295000
25.80711744,-80.20021068,1.3125E+11,5000,1701,528,2564.9,21374.1,4546.3,11287.2,11287.2,1548.7,91,0,8,2,2.00E+05
25.80711875,-80.20051068,1.3125E+11,5400,1015,1307,2653.4,21366.3,4639.6,11304.6,11304.6,1545.6,46,0,7,2,220000
25.80717704,-80.19793672,1.3125E+11,5008,1797,421,1904.2,21437.6,3827.3,11171.2,11171.2,1510.8,16,0,6,4,395000
25.8071804,-80.20241654,1.3125E+11,7150,1544,0,3244.1,21361.8,5249.9,11467.5,11467.5,1062.2,93,0,11,2,277800
25.80720746,-80.19715691,1.3125E+11,5000,1176,1788,1699.1,21469.2,3587.1,11146.6,11146.6,1494.2,31,0,5,2,350000
25.80721249,-80.19700498,1.3125E+11,5000,1415,0,1656.9,21475.1,3541.1,11141.9,11141.9,1491.3,30,0,8,2,365000
25.80752034,-80.20036626,1.3125E+11,5000,1202,0,2668.7,21523,4630.4,11442.9,11442.9,1405.5,91,0,11,2,215000
25.8080314,-80.20496237,1.3125E+11,7200,1428,388,3400,21685.6,6134.3,12018.3,12018.3,234.3,63,0,5,2,319000
25.80862692,-80.20275658,1.3125E+11,7150,1044,277,3544,21886.4,5494.6,12003.2,12003.2,973.1,77,0,9,1,220000
25.81082544,-80.20049109,1.3124E+11,5000,1326,0,3041.5,22719.1,4938.6,12624.6,12624.6,206.5,92,0,2,1,450000
25.81116652,-80.20119353,1.3124E+11,5000,887,232,3268.8,22859.1,5143.6,12812.8,12812.8,129.7,65,0,7,2,6.00E+05
25.79071061,-80.16883364,1.3232E+11,7500,2794,32955,5600,13617.6,204.5,9289.2,9289.2,2957,18,0,5,5,1176000
25.79867222,-80.19297794,1.3125E+11,7380,1897,485,197.3,18539,1999.2,7925,7925,4053,82,0,5,1,1100000
25.79927184,-80.21173464,1.31261E+11,3400,921,1375,339.3,18756.1,3644.1,10289,10289,2065.1,90,0,9,1,185000
25.80051356,-80.21307557,1.31261E+11,5000,1107,1129,698.3,19264.7,3615,10905.3,10905.3,2488.7,36,0,12,2,2.00E+05
25.80074928,-80.21445829,1.31261E+11,5000,1572,3512,241.4,19436.9,3333,11258.1,11258.1,2936.8,64,0,5,2,155000
25.80076568,-80.21384944,1.31261E+11,5000,981,0,441.8,19403.3,3477.8,11136.7,11136.7,2737,78,0,3,2,112000
25.80104477,-80.22118598,1.3126E+11,19320,2974,1650,1000.8,20072.6,2498.7,12812.6,12812.6,4025.3,81,0,3,2,215000
25.80146303,-80.21371908,1.31261E+11,5000,1173,992,473.3,19645.5,3690.9,11311.3,11311.3,2684.1,73,0,5,2,150000
25.78248468,-80.208097,1.3135E+11,6250,880,0,630.6,12525,0,5454.2,5454.2,1882.9,52,0,11,2,510000
25.7825099,-80.21142802,1.3135E+11,5008,1256,1504,647.3,12766.1,240.5,6468.6,6468.6,1374.3,18,0,9,4,375000
25.78303976,-80.21220397,1.3135E+11,5050,1489,5337,557.9,13011.6,319.8,6773.5,6773.5,1090.4,19,0,7,4,372000
25.78337247,-80.21004052,1.3135E+11,16019,1449,3496,232.3,12935.1,44,6146.5,6146.5,1290.9,27,0,3,2,785000
25.78359745,-80.21010095,1.3135E+11,10887,2922,12264,173.8,13044,23.8,6189.3,6189.3,1196.8,20,0,10,4,899000
